time_offset,end_time,pkg_name,start_time,custom,comment,datauuid,deviceuuid,update_time,create_time
-18000000,2017-12-16 06:53:00.000,com.sec.android.app.shealth,2017-12-16 00:02:00.000,,,1d4fb447-0895-51fb-9ce9-d087a50674c0,F/D7+hL5E5,2017-12-16 07:08:04.768,2017-12-16 07:08:04.768
-18000000,2017-12-18 06:42:00.000,com.sec.android.app.shealth,2017-12-17 22:31:00.000,,,9910f6c6-236f-dc17-b27f-c45497588ebe,F/D7+hL5E5,2017-12-18 06:57:19.246,2017-12-18 06:57:19.246
-18000000,2017-12-20 03:48:00.000,com.sec.android.app.shealth,2017-12-19 22:55:00.000,,,2722f3f3-63af-910f-f032-28729fb8151f,F/D7+hL5E5,2017-12-20 03:57:23.977,2017-12-20 03:57:23.977
-28800000,2017-12-22 12:18:00.000,com.sec.android.app.shealth,2017-12-22 03:57:00.000,,,6a6039c7-88c4-ea1a-8fe8-7906c6143032,F/D7+hL5E5,2017-12-22 12:33:23.295,2017-12-22 12:33:23.295
-28800000,2017-12-23 10:10:00.000,com.sec.android.app.shealth,2017-12-23 04:48:00.000,,,93405262-d282-f3a6-f4a9-4ea1a6ad946f,F/D7+hL5E5,2017-12-23 10:25:03.272,2017-12-23 10:25:03.272
-28800000,2017-12-24 09:17:00.000,com.sec.android.app.shealth,2017-12-24 00:31:00.000,,,76cd0ae3-871b-8ef1-0be9-1415bce038d0,F/D7+hL5E5,2017-12-24 09:32:13.273,2017-12-24 09:32:13.273
-28800000,2017-12-25 09:15:00.000,com.sec.android.app.shealth,2017-12-24 23:52:00.000,,,a6cb0fbc-e35a-7cde-8d11-bf3c9bd41df4,F/D7+hL5E5,2017-12-25 09:30:01.316,2017-12-25 09:30:01.316
-28800000,2017-12-25 20:09:00.000,com.sec.android.app.shealth,2017-12-25 18:16:00.000,,,706cb058-e6e4-976e-f600-ad9453c9dc73,F/D7+hL5E5,2017-12-25 20:11:08.813,2017-12-25 20:11:08.813
-28800000,2017-12-26 12:03:00.000,com.sec.android.app.shealth,2017-12-26 05:34:00.000,,,e9c6054c-cb9b-2d41-deca-37de777c3d30,F/D7+hL5E5,2017-12-26 12:17:55.283,2017-12-26 12:17:55.283
-28800000,2017-12-28 10:43:00.000,com.sec.android.app.shealth,2017-12-28 01:38:00.000,,,b7e153dc-ea77-3238-c12d-30bf7aa251f4,F/D7+hL5E5,2017-12-28 10:44:48.771,2017-12-28 10:44:48.771
-28800000,2017-12-29 12:18:00.000,com.sec.android.app.shealth,2017-12-29 04:03:00.000,,,4f224a77-e1f5-8feb-f1ee-64352ff2fb54,F/D7+hL5E5,2017-12-29 12:33:04.308,2017-12-29 12:33:04.308
-28800000,2017-12-30 11:09:00.000,com.sec.android.app.shealth,2017-12-30 02:25:00.000,,,942051e3-083c-9b37-91a8-0757441e2b17,F/D7+hL5E5,2017-12-30 11:11:08.703,2017-12-30 11:11:08.703
-28800000,2017-12-31 10:39:00.000,com.sec.android.app.shealth,2017-12-31 00:53:00.000,,,d0419195-8969-a317-7e4a-73b9a9b2354a,F/D7+hL5E5,2017-12-31 10:40:38.924,2017-12-31 10:40:38.924
-28800000,2018-01-01 06:00:00.000,com.sec.android.app.shealth,2018-01-01 01:20:00.000,,,4d621f3b-3c67-f2ad-2bf0-cccc01d38b99,F/D7+hL5E5,2018-01-01 06:15:09.322,2018-01-01 06:15:09.322
-28800000,2018-01-01 10:29:00.000,com.sec.android.app.shealth,2018-01-01 06:20:00.000,,,08b8cbd8-ef69-b0b3-8277-bd2fb80168d9,F/D7+hL5E5,2018-01-01 10:40:05.119,2018-01-01 10:40:05.119
-18000000,2018-01-02 08:08:00.000,com.sec.android.app.shealth,2018-01-02 02:10:00.000,,,6adbdeaf-dfa4-c290-b917-2200a8e80b00,F/D7+hL5E5,2018-01-02 08:09:49.626,2018-01-02 08:09:49.626
-18000000,2018-01-02 23:01:00.000,com.sec.android.app.shealth,2018-01-02 21:56:00.000,,,f4102932-0997-e575-1483-aa96681a1a28,F/D7+hL5E5,2018-01-02 23:02:18.717,2018-01-02 23:02:18.717
-18000000,2018-01-03 00:05:00.000,com.sec.android.app.shealth,2018-01-02 23:55:00.000,,,78d01a70-9f6d-3a94-505a-dfc6bdb18ed2,F/D7+hL5E5,2018-01-03 00:19:48.280,2018-01-03 00:19:48.280
-18000000,2018-01-03 00:38:00.000,com.sec.android.app.shealth,2018-01-03 00:22:00.000,,,ad17d745-a7bd-5a6b-f886-b9c2b6b77dd0,F/D7+hL5E5,2018-01-03 00:53:17.298,2018-01-03 00:53:17.298
-18000000,2018-01-03 06:47:00.000,com.sec.android.app.shealth,2018-01-03 00:58:00.000,,,c951e281-e034-5cda-9119-110eabd0557e,F/D7+hL5E5,2018-01-03 07:02:12.286,2018-01-03 07:02:12.286
-18000000,2018-01-04 06:23:00.000,com.sec.android.app.shealth,2018-01-03 23:15:00.000,,,302848a0-834f-ff5b-c786-3d6c86ba9d3a,F/D7+hL5E5,2018-01-04 06:23:54.445,2018-01-04 06:23:54.445
-18000000,2018-01-05 08:41:00.000,com.sec.android.app.shealth,2018-01-04 23:54:00.000,,,059021fb-39a7-ab8c-e488-662743e11821,F/D7+hL5E5,2018-01-05 08:44:59.850,2018-01-05 08:44:59.850
-18000000,2018-01-06 08:52:00.000,com.sec.android.app.shealth,2018-01-05 23:14:00.000,,,71108bfa-2512-6f6f-0417-4abf7969b912,F/D7+hL5E5,2018-01-06 08:53:19.438,2018-01-06 08:53:19.438
-18000000,2018-01-07 03:58:00.000,com.sec.android.app.shealth,2018-01-06 23:46:00.000,,,b4abd414-d8af-7e40-2f3e-3d2afafd5c86,F/D7+hL5E5,2018-01-07 04:12:34.278,2018-01-07 04:12:34.278
-18000000,2018-01-07 09:01:00.000,com.sec.android.app.shealth,2018-01-07 06:21:00.000,,,19b915d4-de22-a8d8-f5a0-4b58d6431e28,F/D7+hL5E5,2018-01-07 09:15:59.770,2018-01-07 09:15:59.770
-18000000,2018-01-08 06:39:00.000,com.sec.android.app.shealth,2018-01-07 21:28:00.000,,,c7550798-882f-6c6e-2ea1-9f66d251a6e4,F/D7+hL5E5,2018-01-08 06:45:13.936,2018-01-08 06:45:13.936
-18000000,2018-01-09 06:38:00.000,com.sec.android.app.shealth,2018-01-08 23:17:00.000,,,5bc2a601-0ba2-3239-33f6-16b94c826b80,F/D7+hL5E5,2018-01-09 19:19:59.968,2018-01-09 06:53:22.279
-18000000,2018-01-10 05:55:00.000,com.sec.android.app.shealth,2018-01-09 22:55:00.000,,,2130f080-7243-1d39-e5ae-e581f31b0503,F/D7+hL5E5,2018-01-10 05:58:08.509,2018-01-10 05:58:08.509
-18000000,2018-01-11 06:06:00.000,com.sec.android.app.shealth,2018-01-10 22:30:00.000,,,97b7c170-54de-b04a-8530-ea5b8ce0bb88,F/D7+hL5E5,2018-01-11 06:07:35.890,2018-01-11 06:07:35.890
-18000000,2018-01-12 04:54:00.000,com.sec.android.app.shealth,2018-01-11 22:34:00.000,,,ba86acf9-5cf0-ace1-9d1c-6f0d1ed40f62,F/D7+hL5E5,2018-01-12 04:56:08.470,2018-01-12 04:56:08.470
-18000000,2018-01-13 06:43:00.000,com.sec.android.app.shealth,2018-01-12 21:54:00.000,,,d5f2db5e-f6d3-fa15-2f84-cf90414fd932,F/D7+hL5E5,2018-01-13 06:44:37.870,2018-01-13 06:44:37.870
-18000000,2018-01-14 05:47:00.000,com.sec.android.app.shealth,2018-01-13 22:25:00.000,,,ea07fcf9-c8eb-3d53-6bd4-ef193359312f,F/D7+hL5E5,2018-01-14 05:48:27.980,2018-01-14 05:48:27.980
-18000000,2018-01-14 06:07:00.000,com.sec.android.app.shealth,2018-01-14 05:51:00.000,,,a0e2e4f0-4348-bd0f-deb7-d0bb14167884,F/D7+hL5E5,2018-01-14 06:21:57.264,2018-01-14 06:21:57.264
-18000000,2018-01-14 06:50:00.000,com.sec.android.app.shealth,2018-01-14 06:21:00.000,,,4f3a6409-0ad8-c03e-a02f-0c74f9845c64,F/D7+hL5E5,2018-01-14 06:57:55.709,2018-01-14 06:57:55.709
-18000000,2018-01-15 05:21:00.000,com.sec.android.app.shealth,2018-01-14 22:57:00.000,,,2f2cd14c-79d2-ee29-8b86-fdef77e92678,F/D7+hL5E5,2018-01-15 05:23:30.491,2018-01-15 05:23:30.491
-18000000,2018-01-16 05:55:00.000,com.sec.android.app.shealth,2018-01-15 22:13:00.000,,,c2cf9f93-8319-49a4-9dac-51cd815f8bdd,F/D7+hL5E5,2018-01-16 05:56:14.981,2018-01-16 05:56:14.981
-18000000,2018-01-17 05:47:00.000,com.sec.android.app.shealth,2018-01-16 22:23:00.000,,,5112e0e4-3ff5-4620-a488-9ef126270895,F/D7+hL5E5,2018-01-17 05:49:55.702,2018-01-17 05:49:55.702
-18000000,2018-01-18 05:10:00.000,com.sec.android.app.shealth,2018-01-17 22:17:00.000,,,f28585b2-f623-4e62-e9ce-0d168f957ac4,F/D7+hL5E5,2018-01-18 05:12:18.173,2018-01-18 05:12:18.173
-18000000,2018-01-19 05:55:00.000,com.sec.android.app.shealth,2018-01-18 21:38:00.000,,,a3eebb9e-2297-05e8-0bb6-63f1b450bc4e,F/D7+hL5E5,2018-01-19 10:00:40.786,2018-01-19 05:56:52.702
-18000000,2018-01-21 06:09:00.000,com.sec.android.app.shealth,2018-01-20 22:27:00.000,,,81441feb-8762-ef69-65f4-e42b0c1cf435,F/D7+hL5E5,2018-01-21 08:08:03.027,2018-01-21 06:24:11.322
-18000000,2018-01-22 06:20:00.000,com.sec.android.app.shealth,2018-01-21 21:32:00.000,,,f75a02dd-f2d0-8439-ebc6-ebf21b317fce,F/D7+hL5E5,2018-01-22 06:23:49.072,2018-01-22 06:23:49.072
-18000000,2018-01-22 07:20:00.000,com.sec.android.app.shealth,2018-01-22 06:46:00.000,,,40a05fac-79e8-b953-9997-3427163986e6,F/D7+hL5E5,2018-01-22 07:34:56.405,2018-01-22 07:34:56.405
-18000000,2018-01-23 06:15:00.000,com.sec.android.app.shealth,2018-01-22 22:23:00.000,,,c6a4fcda-4cc6-85d0-1247-c733759d4550,F/D7+hL5E5,2018-01-23 06:19:01.756,2018-01-23 06:19:01.756
-18000000,2018-01-24 05:44:00.000,com.sec.android.app.shealth,2018-01-23 23:00:00.000,,,c9b3dc9d-18ab-bf72-a6b7-68c69ed3581f,F/D7+hL5E5,2018-01-25 07:17:39.141,2018-01-24 05:47:38.390
-18000000,2018-01-25 04:55:00.000,com.sec.android.app.shealth,2018-01-24 22:41:00.000,,,3dac1176-93ff-ca17-4708-b4a77ce543a4,F/D7+hL5E5,2018-01-25 07:18:39.997,2018-01-25 05:09:48.313
-18000000,2018-01-26 07:13:00.000,com.sec.android.app.shealth,2018-01-25 20:56:00.000,,,41f9b81f-5ad0-48a6-07a8-547a9f7edfd3,F/D7+hL5E5,2018-01-26 09:02:31.179,2018-01-26 07:27:46.292
-18000000,2018-01-27 05:23:00.000,com.sec.android.app.shealth,2018-01-26 23:47:00.000,,,e0664096-575b-367f-4d30-18cceae78a25,F/D7+hL5E5,2018-01-27 08:27:35.366,2018-01-27 05:37:59.282
-18000000,2018-01-27 06:14:00.000,com.sec.android.app.shealth,2018-01-27 05:54:00.000,,,ac71b014-b737-4d4e-0198-1a9172fd65f8,F/D7+hL5E5,2018-01-27 08:32:00.998,2018-01-27 06:16:33.141
-18000000,2018-01-28 06:58:00.000,com.sec.android.app.shealth,2018-01-27 23:06:00.000,,,775e89c5-1a1e-cf80-a950-81104212dec9,F/D7+hL5E5,2018-01-28 07:28:42.293,2018-01-28 06:59:25.213
-18000000,2018-01-29 04:14:00.000,com.sec.android.app.shealth,2018-01-28 22:27:00.000,,,379f85d2-1ac2-9484-32af-d7cea69a71ba,F/D7+hL5E5,2018-01-29 04:29:05.301,2018-01-29 04:29:05.301
-18000000,2018-01-29 04:49:00.000,com.sec.android.app.shealth,2018-01-29 04:32:00.000,,,9fb92d1b-a102-be22-1c53-53c0246ee1af,F/D7+hL5E5,2018-01-29 05:03:35.404,2018-01-29 05:03:35.404
-18000000,2018-01-29 05:38:00.000,com.sec.android.app.shealth,2018-01-29 05:23:00.000,,,8de7476d-fca9-cc01-54e2-80b862e7aae2,F/D7+hL5E5,2018-01-29 05:53:04.278,2018-01-29 05:53:04.278
